financial_year,actual_revised_estimated,sector,ministry,type,amount,percent_of_gdp
2013,Actual,Economic Development,Trade and Industry,Development,1947,0.005
2013,Actual,Economic Development,Info-Communications and Media Development,Operating,267,0.001
2013,Actual,Economic Development,Info-Communications and Media Development,Development,68,0
2013,Actual,Government Administration,Finance,Operating,711,0.002
2013,Actual,Government Administration,Finance,Development,25,0
2013,Actual,Government Administration,Law,Operating,167,0
2013,Actual,Government Administration,Law,Development,273,0.001
2013,Actual,Government Administration,Organs of State,Operating,352,0.001
2013,Actual,Government Administration,Organs of State,Development,22,0
2013,Actual,Government Administration,Prime Minister's Office,Operating,290,0.001
2013,Actual,Government Administration,Prime Minister's Office,Development,40,0
2014,Actual,Social Development,Education,Operating,10712,0.026
2014,Actual,Social Development,Education,Development,886,0.002
2014,Actual,Social Development,National Development,Operating,858,0.002
2014,Actual,Social Development,National Development,Development,1308,0.003
2014,Actual,Social Development,Health,Operating,5872,0.014
2014,Actual,Social Development,Health,Development,1147,0.003
2014,Actual,Social Development,Sustainability and the Environment,Operating,1049,0.003
2014,Actual,Social Development,Sustainability and the Environment,Development,427,0.001
2014,Actual,Social Development,"Culture, Community and Youth",Operating,1335,0.003
2014,Actual,Social Development,"Culture, Community and Youth",Development,617,0.002
2014,Actual,Social Development,Social and Family Development,Operating,1722,0.004
2014,Actual,Social Development,Social and Family Development,Development,62,0
2014,Actual,Social Development,Communications and Information,Operating,354,0.001
2014,Actual,Social Development,Communications and Information,Development,148,0
2014,Actual,Social Development,Manpower,Operating,709,0.002
2014,Actual,Social Development,Manpower,Development,0,0
2014,Actual,Security and External Relations,Defence,Operating,11867,0.029
2014,Actual,Security and External Relations,Defence,Development,429,0.001
2014,Actual,Security and External Relations,Home Affairs,Operating,4029,0.01
2014,Actual,Security and External Relations,Home Affairs,Development,438,0.001
2014,Actual,Security and External Relations,Foreign Affairs,Operating,394,0.001
2014,Actual,Security and External Relations,Foreign Affairs,Development,40,0
2014,Actual,Economic Development,Manpower,Operating,520,0.001
2014,Actual,Economic Development,Manpower,Development,37,0
2014,Actual,Economic Development,Transport,Operating,598,0.001
2014,Actual,Economic Development,Transport,Development,5489,0.014
2014,Actual,Economic Development,Trade and Industry,Operating,729,0.002
2014,Actual,Economic Development,Trade and Industry,Development,2102,0.005
2014,Actual,Economic Development,Info-Communications and Media Development,Operating,378,0.001
2014,Actual,Economic Development,Info-Communications and Media Development,Development,296,0.001
2014,Actual,Government Administration,Finance,Operating,682,0.002
2014,Actual,Government Administration,Finance,Development,44,0
2014,Actual,Government Administration,Law,Operating,177,0
2014,Actual,Government Administration,Law,Development,434,0.001
2014,Actual,Government Administration,Organs of State,Operating,384,0.001
2014,Actual,Government Administration,Organs of State,Development,23,0
2014,Actual,Government Administration,Prime Minister's Office,Operating,318,0.001
2014,Actual,Government Administration,Prime Minister's Office,Development,38,0
2015,Actual,Social Development,Education,Operating,11236,0.026
2015,Actual,Social Development,Education,Development,699,0.002
2015,Actual,Social Development,National Development,Operating,1332,0.003
2015,Actual,Social Development,National Development,Development,1321,0.003
2015,Actual,Social Development,Health,Operating,7520,0.018
2015,Actual,Social Development,Health,Development,1413,0.003
2015,Actual,Social Development,Sustainability and the Environment,Operating,1125,0.003
2015,Actual,Social Development,Sustainability and the Environment,Development,567,0.001
2015,Actual,Social Development,"Culture, Community and Youth",Operating,1795,0.004
2015,Actual,Social Development,"Culture, Community and Youth",Development,779,0.002
2015,Actual,Social Development,Social and Family Development,Operating,2121,0.005
2015,Actual,Social Development,Social and Family Development,Development,111,0
2015,Actual,Social Development,Communications and Information,Operating,424,0.001
2015,Actual,Social Development,Communications and Information,Development,144,0
2015,Actual,Social Development,Manpower,Operating,706,0.002
2015,Actual,Social Development,Manpower,Development,0,0
2015,Actual,Security and External Relations,Defence,Operating,12672,0.03
2015,Actual,Security and External Relations,Defence,Development,431,0.001
2015,Actual,Security and External Relations,Home Affairs,Operating,4377,0.01
2015,Actual,Security and External Relations,Home Affairs,Development,506,0.001
2015,Actual,Security and External Relations,Foreign Affairs,Operating,447,0.001
2015,Actual,Security and External Relations,Foreign Affairs,Development,19,0
2015,Actual,Economic Development,Manpower,Operating,611,0.001
2015,Actual,Economic Development,Manpower,Development,25,0
2015,Actual,Economic Development,Transport,Operating,783,0.002
2015,Actual,Economic Development,Transport,Development,10332,0.024
2015,Actual,Economic Development,Trade and Industry,Operating,783,0.002
2015,Actual,Economic Development,Trade and Industry,Development,2398,0.006
2015,Actual,Economic Development,Info-Communications and Media Development,Operating,454,0.001
2015,Actual,Economic Development,Info-Communications and Media Development,Development,153,0
2015,Actual,Government Administration,Finance,Operating,740,0.002
2015,Actual,Government Administration,Finance,Development,53,0
2015,Actual,Government Administration,Law,Operating,174,0
2015,Actual,Government Administration,Law,Development,319,0.001
2015,Actual,Government Administration,Organs of State,Operating,410,0.001
2015,Actual,Government Administration,Organs of State,Development,47,0
2015,Actual,Government Administration,Prime Minister's Office,Operating,381,0.001
2015,Actual,Government Administration,Prime Minister's Office,Development,38,0
2016,Actual,Social Development,Education,Operating,11812,0.026
2016,Actual,Social Development,Education,Development,657,0.001
2016,Actual,Social Development,National Development,Operating,2284,0.005
2016,Actual,Social Development,National Development,Development,1248,0.003
2016,Actual,Social Development,Health,Operating,8199,0.018
2016,Actual,Social Development,Health,Development,1619,0.004
2016,Actual,Social Development,Sustainability and the Environment,Operating,1201,0.003
2016,Actual,Social Development,Sustainability and the Environment,Development,684,0.002
2016,Actual,Social Development,"Culture, Community and Youth",Operating,1444,0.003
2016,Actual,Social Development,"Culture, Community and Youth",Development,507,0.001
2016,Actual,Social Development,Social and Family Development,Operating,2389,0.005
2016,Actual,Social Development,Social and Family Development,Development,98,0
2016,Actual,Social Development,Communications and Information,Operating,456,0.001
2016,Actual,Social Development,Communications and Information,Development,88,0
2016,Actual,Social Development,Manpower,Operating,1154,0.003
2016,Actual,Social Development,Manpower,Development,0,0
2016,Actual,Security and External Relations,Defence,Operating,13281,0.03
2016,Actual,Security and External Relations,Defence,Development,543,0.001
2016,Actual,Security and External Relations,Home Affairs,Operating,4652,0.01
2016,Actual,Security and External Relations,Home Affairs,Development,573,0.001
2016,Actual,Security and External Relations,Foreign Affairs,Operating,439,0.001
2016,Actual,Security and External Relations,Foreign Affairs,Development,53,0
2016,Actual,Economic Development,Manpower,Operating,634,0.001
2016,Actual,Economic Development,Manpower,Development,21,0
2016,Actual,Economic Development,Transport,Operating,953,0.002
2016,Actual,Economic Development,Transport,Development,9319,0.021
2016,Actual,Economic Development,Trade and Industry,Operating,921,0.002
2016,Actual,Economic Development,Trade and Industry,Development,2858,0.006
2016,Actual,Economic Development,Info-Communications and Media Development,Operating,490,0.001
2016,Actual,Economic Development,Info-Communications and Media Development,Development,105,0
2016,Actual,Government Administration,Finance,Operating,824,0.002
2016,Actual,Government Administration,Finance,Development,72,0
2016,Actual,Government Administration,Law,Operating,181,0
2016,Actual,Government Administration,Law,Development,377,0.001
2016,Actual,Government Administration,Organs of State,Operating,440,0.001
2016,Actual,Government Administration,Organs of State,Development,55,0
2016,Actual,Government Administration,Prime Minister's Office,Operating,374,0.001
2016,Actual,Government Administration,Prime Minister's Office,Development,40,0
2017,Actual,Social Development,Education,Operating,12080,0.025
2017,Actual,Social Development,Education,Development,611,0.001
2017,Actual,Social Development,National Development,Operating,3218,0.007
2017,Actual,Social Development,National Development,Development,1257,0.003
2017,Actual,Social Development,Health,Operating,8734,0.018
2017,Actual,Social Development,Health,Development,1465,0.003
2017,Actual,Social Development,Sustainability and the Environment,Operating,1248,0.003
2017,Actual,Social Development,Sustainability and the Environment,Development,1549,0.003
2017,Actual,Social Development,"Culture, Community and Youth",Operating,1586,0.003
2017,Actual,Social Development,"Culture, Community and Youth",Development,489,0.001
2017,Actual,Social Development,Social and Family Development,Operating,2459,0.005
2017,Actual,Social Development,Social and Family Development,Development,87,0
2017,Actual,Social Development,Communications and Information,Operating,496,0.001
2017,Actual,Social Development,Communications and Information,Development,160,0
2017,Actual,Social Development,Manpower,Operating,1028,0.002
2017,Actual,Social Development,Manpower,Development,0,0
2017,Actual,Security and External Relations,Defence,Operating,13582,0.028
2017,Actual,Security and External Relations,Defence,Development,594,0.001
2017,Actual,Security and External Relations,Home Affairs,Operating,4996,0.01
2017,Actual,Security and External Relations,Home Affairs,Development,831,0.002
2017,Actual,Security and External Relations,Foreign Affairs,Operating,435,0.001
2017,Actual,Security and External Relations,Foreign Affairs,Development,24,0
2017,Actual,Economic Development,Manpower,Operating,645,0.001
2017,Actual,Economic Development,Manpower,Development,34,0
2017,Actual,Economic Development,Transport,Operating,1607,0.003
2017,Actual,Economic Development,Transport,Development,7572,0.016
2017,Actual,Economic Development,Trade and Industry,Operating,943,0.002
2017,Actual,Economic Development,Trade and Industry,Development,2688,0.006
2017,Actual,Economic Development,Info-Communications and Media Development,Operating,378,0.001
2017,Actual,Economic Development,Info-Communications and Media Development,Development,4,0
2017,Actual,Government Administration,Finance,Operating,833,0.002
2017,Actual,Government Administration,Finance,Development,62,0
2017,Actual,Government Administration,Law,Operating,185,0
2017,Actual,Government Administration,Law,Development,320,0.001
2017,Actual,Government Administration,Organs of State,Operating,473,0.001
2017,Actual,Government Administration,Organs of State,Development,105,0
2017,Actual,Government Administration,Prime Minister's Office,Operating,653,0.001
2017,Actual,Government Administration,Prime Minister's Office,Development,123,0
2018,Actual,Social Development,Education,Operating,12429,0.024
2018,Actual,Social Development,Education,Development,447,0.001
2018,Actual,Social Development,National Development,Operating,2941,0.006
2018,Actual,Social Development,National Development,Development,1191,0.002
2018,Actual,Social Development,Health,Operating,8937,0.017
2018,Actual,Social Development,Health,Development,1490,0.003
2018,Actual,Social Development,Sustainability and the Environment,Operating,1295,0.003
2018,Actual,Social Development,Sustainability and the Environment,Development,839,0.002
2018,Actual,Social Development,"Culture, Community and Youth",Operating,1668,0.003
2018,Actual,Social Development,"Culture, Community and Youth",Development,300,0.001
2018,Actual,Social Development,Social and Family Development,Operating,2608,0.005
2018,Actual,Social Development,Social and Family Development,Development,115,0
2018,Actual,Social Development,Communications and Information,Operating,494,0.001
2018,Actual,Social Development,Communications and Information,Development,36,0
2018,Actual,Social Development,Manpower,Operating,1027,0.002
2018,Actual,Social Development,Manpower,Development,2,0
2018,Actual,Security and External Relations,Defence,Operating,13825,0.027
2018,Actual,Security and External Relations,Defence,Development,482,0.001
2018,Actual,Security and External Relations,Home Affairs,Operating,5505,0.011
2018,Actual,Security and External Relations,Home Affairs,Development,1129,0.002
2018,Actual,Security and External Relations,Foreign Affairs,Operating,444,0.001
2018,Actual,Security and External Relations,Foreign Affairs,Development,26,0
2018,Actual,Economic Development,Manpower,Operating,697,0.001
2018,Actual,Economic Development,Manpower,Development,34,0
2018,Actual,Economic Development,Transport,Operating,1900,0.004
2018,Actual,Economic Development,Transport,Development,9877,0.019
2018,Actual,Economic Development,Trade and Industry,Operating,993,0.002
2018,Actual,Economic Development,Trade and Industry,Development,3656,0.007
2018,Actual,Economic Development,Info-Communications and Media Development,Operating,617,0.001
2018,Actual,Economic Development,Info-Communications and Media Development,Development,8,0
2018,Actual,Government Administration,Finance,Operating,828,0.002
2018,Actual,Government Administration,Finance,Development,74,0
2018,Actual,Government Administration,Law,Operating,185,0
2018,Actual,Government Administration,Law,Development,217,0
2018,Actual,Government Administration,Organs of State,Operating,496,0.001
2018,Actual,Government Administration,Organs of State,Development,184,0
2018,Actual,Government Administration,Prime Minister's Office,Operating,670,0.001
2018,Actual,Government Administration,Prime Minister's Office,Development,159,0
2019,Actual,Social Development,Education,Operating,11932,0.023
2019,Actual,Social Development,Education,Development,791,0.002
2019,Actual,Social Development,National Development,Operating,2606,0.005
2019,Actual,Social Development,National Development,Development,926,0.002
2019,Actual,Social Development,Health,Operating,9915,0.019
2019,Actual,Social Development,Health,Development,1404,0.003
2019,Actual,Social Development,Sustainability and the Environment,Operating,1540,0.003
2019,Actual,Social Development,Sustainability and the Environment,Development,1076,0.002
2019,Actual,Social Development,"Culture, Community and Youth",Operating,1674,0.003
2019,Actual,Social Development,"Culture, Community and Youth",Development,210,0
2019,Actual,Social Development,Social and Family Development,Operating,2835,0.006
2019,Actual,Social Development,Social and Family Development,Development,111,0
2019,Actual,Social Development,Communications and Information,Operating,517,0.001
2019,Actual,Social Development,Communications and Information,Development,41,0
2019,Actual,Social Development,Manpower,Operating,1029,0.002
2019,Actual,Social Development,Manpower,Development,2,0
2019,Actual,Security and External Relations,Defence,Operating,13669,0.027
2019,Actual,Security and External Relations,Defence,Development,481,0.001
2019,Actual,Security and External Relations,Home Affairs,Operating,5703,0.011
2019,Actual,Security and External Relations,Home Affairs,Development,972,0.002
2019,Actual,Security and External Relations,Foreign Affairs,Operating,436,0.001
2019,Actual,Security and External Relations,Foreign Affairs,Development,16,0
2019,Actual,Economic Development,Manpower,Operating,892,0.002
2019,Actual,Economic Development,Manpower,Development,65,0
2019,Actual,Economic Development,Transport,Operating,1945,0.004
2019,Actual,Economic Development,Transport,Development,6617,0.013
2019,Actual,Economic Development,Trade and Industry,Operating,1116,0.002
2019,Actual,Economic Development,Trade and Industry,Development,3176,0.006
2019,Actual,Economic Development,Info-Communications and Media Development,Operating,535,0.001
2019,Actual,Economic Development,Info-Communications and Media Development,Development,29,0
2019,Actual,Government Administration,Finance,Operating,852,0.002
2019,Actual,Government Administration,Finance,Development,56,0
2019,Actual,Government Administration,Law,Operating,218,0
2019,Actual,Government Administration,Law,Development,311,0.001
2019,Actual,Government Administration,Organs of State,Operating,508,0.001
2019,Actual,Government Administration,Organs of State,Development,217,0
2019,Actual,Government Administration,Prime Minister's Office,Operating,746,0.001
2019,Actual,Government Administration,Prime Minister's Office,Development,172,0
2020,Revised,Social Development,Education,Operating,12048,0.026
2020,Revised,Social Development,Education,Development,582,0.001
2020,Revised,Social Development,National Development,Operating,4780,0.01
2020,Revised,Social Development,National Development,Development,1155,0.002
2020,Revised,Social Development,Health,Operating,15767,0.034
2020,Revised,Social Development,Health,Development,885,0.002
2020,Revised,Social Development,Sustainability and the Environment,Operating,1699,0.004
2020,Revised,Social Development,Sustainability and the Environment,Development,738,0.002
2020,Revised,Social Development,"Culture, Community and Youth",Operating,1988,0.004
2020,Revised,Social Development,"Culture, Community and Youth",Development,212,0
2020,Revised,Social Development,Social and Family Development,Operating,3830,0.008
2020,Revised,Social Development,Social and Family Development,Development,95,0
2020,Revised,Social Development,Communications and Information,Operating,628,0.001
2020,Revised,Social Development,Communications and Information,Development,20,0
2020,Revised,Social Development,Manpower,Operating,2400,0.005
2020,Revised,Social Development,Manpower,Development,3,0
2020,Revised,Security and External Relations,Defence,Operating,13352,0.029
2020,Revised,Security and External Relations,Defence,Development,278,0.001
2020,Revised,Security and External Relations,Home Affairs,Operating,6063,0.013
2020,Revised,Security and External Relations,Home Affairs,Development,804,0.002
2020,Revised,Security and External Relations,Foreign Affairs,Operating,395,0.001
2020,Revised,Security and External Relations,Foreign Affairs,Development,8,0
2020,Revised,Economic Development,Manpower,Operating,4272,0.009
2020,Revised,Economic Development,Manpower,Development,85,0
2020,Revised,Economic Development,Transport,Operating,2835,0.006
2020,Revised,Economic Development,Transport,Development,5194,0.011
2020,Revised,Economic Development,Trade and Industry,Operating,4002,0.009
2020,Revised,Economic Development,Trade and Industry,Development,5917,0.013
2020,Revised,Economic Development,Info-Communications and Media Development,Operating,714,0.002
2020,Revised,Economic Development,Info-Communications and Media Development,Development,54,0
2020,Revised,Government Administration,Finance,Operating,1341,0.003
2020,Revised,Government Administration,Finance,Development,97,0
2020,Revised,Government Administration,Law,Operating,201,0
2020,Revised,Government Administration,Law,Development,22,0
2020,Revised,Government Administration,Organs of State,Operating,531,0.001
2020,Revised,Government Administration,Organs of State,Development,63,0
2020,Revised,Government Administration,Prime Minister's Office,Operating,798,0.002
2020,Revised,Government Administration,Prime Minister's Office,Development,200,0
2021,Estimated,Social Development,Education,Operating,13090,0.026
2021,Estimated,Social Development,Education,Development,530,0.001
2021,Estimated,Social Development,National Development,Operating,4149,0.008
2021,Estimated,Social Development,National Development,Development,1380,0.003
2021,Estimated,Social Development,Health,Operating,17355,0.034
2021,Estimated,Social Development,Health,Development,1490,0.003
2021,Estimated,Social Development,Sustainability and the Environment,Operating,1849,0.004
2021,Estimated,Social Development,Sustainability and the Environment,Development,1055,0.002
2021,Estimated,Social Development,"Culture, Community and Youth",Operating,1914,0.004
2021,Estimated,Social Development,"Culture, Community and Youth",Development,358,0.001
2021,Estimated,Social Development,Social and Family Development,Operating,4014,0.008
2021,Estimated,Social Development,Social and Family Development,Development,99,0
2021,Estimated,Social Development,Communications and Information,Operating,590,0.001
2021,Estimated,Social Development,Communications and Information,Development,39,0
2021,Estimated,Social Development,Manpower,Operating,1556,0.003
2021,Estimated,Social Development,Manpower,Development,4,0
2021,Estimated,Security and External Relations,Defence,Operating,14803,0.029
2021,Estimated,Security and External Relations,Defence,Development,558,0.001
2021,Estimated,Security and External Relations,Home Affairs,Operating,6544,0.013
2021,Estimated,Security and External Relations,Home Affairs,Development,1332,0.003
2021,Estimated,Security and External Relations,Foreign Affairs,Operating,421,0.001
2021,Estimated,Security and External Relations,Foreign Affairs,Development,13,0
2021,Estimated,Economic Development,Manpower,Operating,5519,0.011
2021,Estimated,Economic Development,Manpower,Development,98,0
2021,Estimated,Economic Development,Transport,Operating,4051,0.008
2021,Estimated,Economic Development,Transport,Development,7015,0.014
2021,Estimated,Economic Development,Trade and Industry,Operating,2052,0.004
2021,Estimated,Economic Development,Trade and Industry,Development,5123,0.01
2021,Estimated,Economic Development,Info-Communications and Media Development,Operating,790,0.002
2021,Estimated,Economic Development,Info-Communications and Media Development,Development,22,0
2021,Estimated,Government Administration,Finance,Operating,1928,0.004
2021,Estimated,Government Administration,Finance,Development,140,0
2021,Estimated,Government Administration,Law,Operating,261,0.001
2021,Estimated,Government Administration,Law,Development,220,0
2021,Estimated,Government Administration,Organs of State,Operating,607,0.001
2021,Estimated,Government Administration,Organs of State,Development,104,0
2021,Estimated,Government Administration,Prime Minister's Office,Operating,973,0.002
2021,Estimated,Government Administration,Prime Minister's Office,Development,293,0.001
