month,level_1,level_2,level_3,level_4,value
1996-11,M3,M2,Quasi-money,Fixed Deposits,59960.4
1996-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,844.5
1996-11,M3,M2,Quasi-money,Savings & Other Deposits,23964.9
1996-12,M3,M2,M1,Currency In Active Circulation,10240.5
1996-12,M3,M2,M1,Demand Deposits,16581.3
1996-12,M3,M2,Quasi-money,Fixed Deposits,59987
1996-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,844.5
1996-12,M3,M2,Quasi-money,Savings & Other Deposits,23877.8
1997-01,M3,M2,M1,Currency In Active Circulation,10443.8
1997-01,M3,M2,M1,Demand Deposits,17142.1
1997-01,M3,M2,Quasi-money,Fixed Deposits,58564.7
1997-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,843.5
1997-01,M3,M2,Quasi-money,Savings & Other Deposits,24472.6
1997-02,M3,M2,M1,Currency In Active Circulation,10515.9
1997-02,M3,M2,M1,Demand Deposits,17318.2
1997-02,M3,M2,Quasi-money,Fixed Deposits,59211.5
1997-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,843.5
1997-02,M3,M2,Quasi-money,Savings & Other Deposits,25246.3
1997-03,M3,M2,M1,Currency In Active Circulation,10675.4
1997-03,M3,M2,M1,Demand Deposits,17315
1997-03,M3,M2,Quasi-money,Fixed Deposits,62581.6
1997-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,812.5
1997-03,M3,M2,Quasi-money,Savings & Other Deposits,25065.4
1997-04,M3,M2,M1,Currency In Active Circulation,10540.5
1997-04,M3,M2,M1,Demand Deposits,17074.9
1997-04,M3,M2,Quasi-money,Fixed Deposits,64552.5
1997-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,812.5
1997-04,M3,M2,Quasi-money,Savings & Other Deposits,25003.3
1997-05,M3,M2,M1,Currency In Active Circulation,10624.7
1997-05,M3,M2,M1,Demand Deposits,17209.9
1997-05,M3,M2,Quasi-money,Fixed Deposits,65308.3
1997-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,813.5
1997-05,M3,M2,Quasi-money,Savings & Other Deposits,25111
1997-06,M3,M2,M1,Currency In Active Circulation,10613.3
1997-06,M3,M2,M1,Demand Deposits,17567.7
1997-06,M3,M2,Quasi-money,Fixed Deposits,65059
1997-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,788.5
1997-06,M3,M2,Quasi-money,Savings & Other Deposits,25100.2
1997-07,M3,M2,M1,Currency In Active Circulation,10565.6
1997-07,M3,M2,M1,Demand Deposits,17707.6
1997-07,M3,M2,Quasi-money,Fixed Deposits,66229.8
1997-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,688
1997-07,M3,M2,Quasi-money,Savings & Other Deposits,25135.8
1997-08,M3,M2,M1,Currency In Active Circulation,10664.8
1997-08,M3,M2,M1,Demand Deposits,17769.6
1997-08,M3,M2,Quasi-money,Fixed Deposits,67060.2
1997-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,688
1997-08,M3,M2,Quasi-money,Savings & Other Deposits,24814.2
1997-09,M3,M2,M1,Currency In Active Circulation,10512.4
1997-09,M3,M2,M1,Demand Deposits,17885.3
1997-09,M3,M2,Quasi-money,Fixed Deposits,67586
1997-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,688
1997-09,M3,M2,Quasi-money,Savings & Other Deposits,24532.4
1997-10,M3,M2,M1,Currency In Active Circulation,10683.5
1997-10,M3,M2,M1,Demand Deposits,17501.5
1997-10,M3,M2,Quasi-money,Fixed Deposits,68806.6
1997-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,638.5
1997-10,M3,M2,Quasi-money,Savings & Other Deposits,24083.7
1997-11,M3,M2,M1,Currency In Active Circulation,10664.1
1997-11,M3,M2,M1,Demand Deposits,16963.3
1997-11,M3,M2,Quasi-money,Fixed Deposits,70270.7
1997-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,612.5
1997-11,M3,M2,Quasi-money,Savings & Other Deposits,23837.4
1997-12,M3,M2,M1,Currency In Active Circulation,10659.4
1997-12,M3,M2,M1,Demand Deposits,16641.7
1997-12,M3,M2,Quasi-money,Fixed Deposits,72704.6
1997-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,633.5
1997-12,M3,M2,Quasi-money,Savings & Other Deposits,22406.4
1998-01,M3,M2,M1,Currency In Active Circulation,10928.7
1998-01,M3,M2,M1,Demand Deposits,15448.3
1998-01,M3,M2,Quasi-money,Fixed Deposits,74587.1
1998-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,618.5
1998-01,M3,M2,Quasi-money,Savings & Other Deposits,21155.1
1998-02,M3,M2,M1,Currency In Active Circulation,10619.8
1998-02,M3,M2,M1,Demand Deposits,15716.8
1998-02,M3,M2,Quasi-money,Fixed Deposits,77630.8
1998-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,613.5
1998-02,M3,M2,Quasi-money,Savings & Other Deposits,21380.2
1998-03,M3,M2,M1,Currency In Active Circulation,10414.1
1998-03,M3,M2,M1,Demand Deposits,15653.7
1998-03,M3,M2,Quasi-money,Fixed Deposits,79555.2
1998-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,592.5
1998-03,M3,M2,Quasi-money,Savings & Other Deposits,21143.1
1998-04,M3,M2,M1,Currency In Active Circulation,10381
1998-04,M3,M2,M1,Demand Deposits,16014.5
1998-04,M3,M2,Quasi-money,Fixed Deposits,79223.2
1998-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,578.5
1998-04,M3,M2,Quasi-money,Savings & Other Deposits,20756.2
1998-05,M3,M2,M1,Currency In Active Circulation,10341.5
1998-05,M3,M2,M1,Demand Deposits,15144.8
1998-05,M3,M2,Quasi-money,Fixed Deposits,82097.1
1998-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,608.5
1998-05,M3,M2,Quasi-money,Savings & Other Deposits,20536.7
1998-06,M3,M2,M1,Currency In Active Circulation,10217.1
1998-06,M3,M2,M1,Demand Deposits,14648.6
1998-06,M3,M2,Quasi-money,Fixed Deposits,83116.7
1998-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,560.5
1998-06,M3,M2,Quasi-money,Savings & Other Deposits,20211.9
1998-07,M3,M2,M1,Currency In Active Circulation,10264.8
1998-07,M3,M2,M1,Demand Deposits,15041.2
1998-07,M3,M2,Quasi-money,Fixed Deposits,85043.6
1998-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,520.5
1998-07,M3,M2,Quasi-money,Savings & Other Deposits,20721.8
1998-08,M3,M2,M1,Currency In Active Circulation,10297.9
1998-08,M3,M2,M1,Demand Deposits,15427.5
1998-08,M3,M2,Quasi-money,Fixed Deposits,84889
1998-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,520.5
1998-08,M3,M2,Quasi-money,Savings & Other Deposits,20954.8
1998-09,M3,M2,M1,Currency In Active Circulation,10254.5
1998-09,M3,M2,M1,Demand Deposits,15121
1998-09,M3,M2,Quasi-money,Fixed Deposits,86223.1
1998-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,520.5
1998-09,M3,M2,Quasi-money,Savings & Other Deposits,21191.9
1998-10,M3,M2,M1,Currency In Active Circulation,10379.3
1998-10,M3,M2,M1,Demand Deposits,15645
1998-10,M3,M2,Quasi-money,Fixed Deposits,84283.7
1998-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,520.5
1998-10,M3,M2,Quasi-money,Savings & Other Deposits,22339.8
1998-11,M3,M2,M1,Currency In Active Circulation,10187
1998-11,M3,M2,M1,Demand Deposits,16053.5
1998-11,M3,M2,Quasi-money,Fixed Deposits,81488
1998-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,517.5
1998-11,M3,M2,Quasi-money,Savings & Other Deposits,49992.2
1998-12,M3,M2,M1,Currency In Active Circulation,10100
1998-12,M3,M2,M1,Demand Deposits,16869.7
1998-12,M3,M2,Quasi-money,Fixed Deposits,81294.6
1998-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,576.5
1998-12,M3,M2,Quasi-money,Savings & Other Deposits,51211.8
1999-01,M3,M2,M1,Currency In Active Circulation,10136.8
1999-01,M3,M2,M1,Demand Deposits,17183.9
1999-01,M3,M2,Quasi-money,Fixed Deposits,79299.5
1999-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,576.5
1999-01,M3,M2,Quasi-money,Savings & Other Deposits,52605.7
1999-02,M3,M2,M1,Currency In Active Circulation,10215.5
1999-02,M3,M2,M1,Demand Deposits,17682.3
1999-02,M3,M2,Quasi-money,Fixed Deposits,79246.8
1999-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,571.5
1999-02,M3,M2,Quasi-money,Savings & Other Deposits,53250.3
1999-03,M3,M2,M1,Currency In Active Circulation,10320.4
1999-03,M3,M2,M1,Demand Deposits,17828.4
1999-03,M3,M2,Quasi-money,Fixed Deposits,79318.9
1999-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,571.5
1999-03,M3,M2,Quasi-money,Savings & Other Deposits,54285.9
1999-04,M3,M2,M1,Currency In Active Circulation,10435.1
1999-04,M3,M2,M1,Demand Deposits,18328.1
1999-04,M3,M2,Quasi-money,Fixed Deposits,78356.6
1999-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,571.5
1999-04,M3,M2,Quasi-money,Savings & Other Deposits,56261.1
1999-05,M3,M2,M1,Currency In Active Circulation,10565.1
1999-05,M3,M2,M1,Demand Deposits,18676.5
1999-05,M3,M2,Quasi-money,Fixed Deposits,79290.5
1999-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,551.5
1999-05,M3,M2,Quasi-money,Savings & Other Deposits,57726.8
1999-06,M3,M2,M1,Currency In Active Circulation,10560.7
1999-06,M3,M2,M1,Demand Deposits,18985.6
1999-06,M3,M2,Quasi-money,Fixed Deposits,78962.3
1999-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,551.5
1999-06,M3,M2,Quasi-money,Savings & Other Deposits,58867.9
1999-07,M3,M2,M1,Currency In Active Circulation,10629.2
1999-07,M3,M2,M1,Demand Deposits,19529.5
1999-07,M3,M2,Quasi-money,Fixed Deposits,80411.3
1999-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,604
1999-07,M3,M2,Quasi-money,Savings & Other Deposits,57979.2
1999-08,M3,M2,M1,Currency In Active Circulation,10621.8
1999-08,M3,M2,M1,Demand Deposits,18488.8
1999-08,M3,M2,Quasi-money,Fixed Deposits,83121.6
1999-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,579
1999-08,M3,M2,Quasi-money,Savings & Other Deposits,58098.9
1999-09,M3,M2,M1,Currency In Active Circulation,10702.7
1999-09,M3,M2,M1,Demand Deposits,18685.7
1999-09,M3,M2,Quasi-money,Fixed Deposits,84335.1
1999-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,579
1999-09,M3,M2,Quasi-money,Savings & Other Deposits,57472.7
1999-10,M3,M2,M1,Currency In Active Circulation,10764
1999-10,M3,M2,M1,Demand Deposits,18324.5
1999-10,M3,M2,Quasi-money,Fixed Deposits,84086.4
1999-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,544
1999-10,M3,M2,Quasi-money,Savings & Other Deposits,57288.9
1999-11,M3,M2,M1,Currency In Active Circulation,10832.8
1999-11,M3,M2,M1,Demand Deposits,19205.4
1999-11,M3,M2,Quasi-money,Fixed Deposits,83604.8
1999-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,549
1999-11,M3,M2,Quasi-money,Savings & Other Deposits,56781.1
1999-12,M3,M2,M1,Currency In Active Circulation,11235.5
1999-12,M3,M2,M1,Demand Deposits,19491
1999-12,M3,M2,Quasi-money,Fixed Deposits,85988.3
1999-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,549
1999-12,M3,M2,Quasi-money,Savings & Other Deposits,56323.3
2000-01,M3,M2,M1,Currency In Active Circulation,10967.2
2000-01,M3,M2,M1,Demand Deposits,19186.9
2000-01,M3,M2,Quasi-money,Fixed Deposits,85488.5
2000-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,544
2000-01,M3,M2,Quasi-money,Savings & Other Deposits,56286.3
2000-02,M3,M2,M1,Currency In Active Circulation,10930.9
2000-02,M3,M2,M1,Demand Deposits,19291.5
2000-02,M3,M2,Quasi-money,Fixed Deposits,85279.7
2000-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,544
2000-02,M3,M2,Quasi-money,Savings & Other Deposits,56003.1
2000-03,M3,M2,M1,Currency In Active Circulation,10909.5
2000-03,M3,M2,M1,Demand Deposits,20310.1
2000-03,M3,M2,Quasi-money,Fixed Deposits,84160
2000-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,544
2000-03,M3,M2,Quasi-money,Savings & Other Deposits,55374.5
2000-04,M3,M2,M1,Currency In Active Circulation,10899.7
2000-04,M3,M2,M1,Demand Deposits,19881.1
2000-04,M3,M2,Quasi-money,Fixed Deposits,82725
2000-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,592
2000-04,M3,M2,Quasi-money,Savings & Other Deposits,54948.8
2000-05,M3,M2,M1,Currency In Active Circulation,10889.8
2000-05,M3,M2,M1,Demand Deposits,20052.3
2000-05,M3,M2,Quasi-money,Fixed Deposits,84010.7
2000-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,592
2000-05,M3,M2,Quasi-money,Savings & Other Deposits,54116.2
2000-06,M3,M2,M1,Currency In Active Circulation,10982.2
2000-06,M3,M2,M1,Demand Deposits,22013.9
2000-06,M3,M2,Quasi-money,Fixed Deposits,84336.8
2000-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,429
2000-06,M3,M2,Quasi-money,Savings & Other Deposits,53979.1
2000-07,M3,M2,M1,Currency In Active Circulation,11084
2000-07,M3,M2,M1,Demand Deposits,21531
2000-07,M3,M2,Quasi-money,Fixed Deposits,83206.5
2000-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,357.5
2000-07,M3,M2,Quasi-money,Savings & Other Deposits,54203.6
2000-08,M3,M2,M1,Currency In Active Circulation,11049.3
2000-08,M3,M2,M1,Demand Deposits,21381.7
2000-08,M3,M2,Quasi-money,Fixed Deposits,82789.7
2000-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,357
2000-08,M3,M2,Quasi-money,Savings & Other Deposits,54161.5
2000-09,M3,M2,M1,Currency In Active Circulation,11126.8
2000-09,M3,M2,M1,Demand Deposits,21309.7
2000-09,M3,M2,Quasi-money,Fixed Deposits,81284.8
2000-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,346.7
2000-09,M3,M2,Quasi-money,Savings & Other Deposits,54096.8
2000-10,M3,M2,M1,Currency In Active Circulation,11126.7
2000-10,M3,M2,M1,Demand Deposits,21649.1
2000-10,M3,M2,Quasi-money,Fixed Deposits,80613.6
2000-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,346.7
2000-10,M3,M2,Quasi-money,Savings & Other Deposits,53606.2
2000-11,M3,M2,M1,Currency In Active Circulation,11083.9
2000-11,M3,M2,M1,Demand Deposits,21938.7
2000-11,M3,M2,Quasi-money,Fixed Deposits,82688.7
2000-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,321.8
2000-11,M3,M2,Quasi-money,Savings & Other Deposits,53416.2
2000-12,M3,M2,M1,Currency In Active Circulation,11178.6
2000-12,M3,M2,M1,Demand Deposits,21627.1
2000-12,M3,M2,Quasi-money,Fixed Deposits,83043.8
2000-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,315.3
2000-12,M3,M2,Quasi-money,Savings & Other Deposits,53844.4
2001-01,M3,M2,M1,Currency In Active Circulation,11198.2
2001-01,M3,M2,M1,Demand Deposits,22608.2
2001-01,M3,M2,Quasi-money,Fixed Deposits,84742.2
2001-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,347.4
2001-01,M3,M2,Quasi-money,Savings & Other Deposits,53806.1
2001-02,M3,M2,M1,Currency In Active Circulation,11111
2001-02,M3,M2,M1,Demand Deposits,22507.4
2001-02,M3,M2,Quasi-money,Fixed Deposits,85022.1
2001-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,347.4
2001-02,M3,M2,Quasi-money,Savings & Other Deposits,54836.6
2001-03,M3,M2,M1,Currency In Active Circulation,11302.9
2001-03,M3,M2,M1,Demand Deposits,22413
2001-03,M3,M2,Quasi-money,Fixed Deposits,86123.1
2001-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,345.7
2001-03,M3,M2,Quasi-money,Savings & Other Deposits,54740.6
2001-04,M3,M2,M1,Currency In Active Circulation,11336
2001-04,M3,M2,M1,Demand Deposits,22986.2
2001-04,M3,M2,Quasi-money,Fixed Deposits,87541.7
2001-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,347.1
2001-04,M3,M2,Quasi-money,Savings & Other Deposits,54751
2001-05,M3,M2,M1,Currency In Active Circulation,11314.8
2001-05,M3,M2,M1,Demand Deposits,23008.3
2001-05,M3,M2,Quasi-money,Fixed Deposits,86745.3
2001-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,318.2
2001-05,M3,M2,Quasi-money,Savings & Other Deposits,55312.6
2001-06,M3,M2,M1,Currency In Active Circulation,11410.2
2001-06,M3,M2,M1,Demand Deposits,22790.4
2001-06,M3,M2,Quasi-money,Fixed Deposits,84493.4
2001-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,259.1
2001-06,M3,M2,Quasi-money,Savings & Other Deposits,56207
2001-07,M3,M2,M1,Currency In Active Circulation,11397.4
2001-07,M3,M2,M1,Demand Deposits,22343.8
2001-07,M3,M2,Quasi-money,Fixed Deposits,81502.3
2001-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,282.3
2001-07,M3,M2,Quasi-money,Savings & Other Deposits,56208.6
2001-08,M3,M2,M1,Currency In Active Circulation,11367.6
2001-08,M3,M2,M1,Demand Deposits,22790.9
2001-08,M3,M2,Quasi-money,Fixed Deposits,81970.9
2001-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,280
2001-08,M3,M2,Quasi-money,Savings & Other Deposits,56742.8
2001-09,M3,M2,M1,Currency In Active Circulation,11450.2
2001-09,M3,M2,M1,Demand Deposits,23560.5
2001-09,M3,M2,Quasi-money,Fixed Deposits,83562
2001-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,300.1
2001-09,M3,M2,Quasi-money,Savings & Other Deposits,57694.6
2001-10,M3,M2,M1,Currency In Active Circulation,11525.9
2001-10,M3,M2,M1,Demand Deposits,24123.7
2001-10,M3,M2,Quasi-money,Fixed Deposits,82085.9
2001-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,300.6
2001-10,M3,M2,Quasi-money,Savings & Other Deposits,58954.6
2001-11,M3,M2,M1,Currency In Active Circulation,11651
2001-11,M3,M2,M1,Demand Deposits,23772.4
2001-11,M3,M2,Quasi-money,Fixed Deposits,86364
2001-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,203.4
2001-11,M3,M2,Quasi-money,Savings & Other Deposits,60131.9
2001-12,M3,M2,M1,Currency In Active Circulation,11759.3
2001-12,M3,M2,M1,Demand Deposits,23903.4
2001-12,M3,M2,Quasi-money,Fixed Deposits,83308.2
2001-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,203.9
2001-12,M3,M2,Quasi-money,Savings & Other Deposits,60892.7
2002-01,M3,M2,M1,Currency In Active Circulation,11653.6
2002-01,M3,M2,M1,Demand Deposits,23542.6
2002-01,M3,M2,Quasi-money,Fixed Deposits,81622.3
2002-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,238.4
2002-01,M3,M2,Quasi-money,Savings & Other Deposits,61212.8
2002-02,M3,M2,M1,Currency In Active Circulation,11616.1
2002-02,M3,M2,M1,Demand Deposits,24305.3
2002-02,M3,M2,Quasi-money,Fixed Deposits,81100.3
2002-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,247.9
2002-02,M3,M2,Quasi-money,Savings & Other Deposits,60957.5
2002-03,M3,M2,M1,Currency In Active Circulation,11901.2
2002-03,M3,M2,M1,Demand Deposits,23413.9
2002-03,M3,M2,Quasi-money,Fixed Deposits,82161.8
2002-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,261
2002-03,M3,M2,Quasi-money,Savings & Other Deposits,63227.3
2002-04,M3,M2,M1,Currency In Active Circulation,11915.1
2002-04,M3,M2,M1,Demand Deposits,22910.8
2002-04,M3,M2,Quasi-money,Fixed Deposits,82074.5
2002-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,256.1
2002-04,M3,M2,Quasi-money,Savings & Other Deposits,62996.6
2002-05,M3,M2,M1,Currency In Active Circulation,11967.6
2002-05,M3,M2,M1,Demand Deposits,22603.8
2002-05,M3,M2,Quasi-money,Fixed Deposits,82192.1
2002-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,315.6
2002-05,M3,M2,Quasi-money,Savings & Other Deposits,62903.8
2002-06,M3,M2,M1,Currency In Active Circulation,12056.2
2002-06,M3,M2,M1,Demand Deposits,22887.4
2002-06,M3,M2,Quasi-money,Fixed Deposits,82046.4
2002-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,306.5
2002-06,M3,M2,Quasi-money,Savings & Other Deposits,62319.4
2002-07,M3,M2,M1,Currency In Active Circulation,12028
2002-07,M3,M2,M1,Demand Deposits,22675.7
2002-07,M3,M2,Quasi-money,Fixed Deposits,81997.3
2002-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,244.6
2002-07,M3,M2,Quasi-money,Savings & Other Deposits,62060.6
2002-08,M3,M2,M1,Currency In Active Circulation,12162.3
2002-08,M3,M2,M1,Demand Deposits,22694.5
2002-08,M3,M2,Quasi-money,Fixed Deposits,80840.6
2002-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,234.7
2002-08,M3,M2,Quasi-money,Savings & Other Deposits,62173.1
2002-09,M3,M2,M1,Currency In Active Circulation,12207.3
2002-09,M3,M2,M1,Demand Deposits,22417.2
2002-09,M3,M2,Quasi-money,Fixed Deposits,81272.1
2002-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,254.1
