month,level_1,level_2,level_3,level_4,value
2014-06,M3,M2,M1,Demand Deposits,125549.3
2014-06,M3,M2,Quasi-money,Fixed Deposits,162964
2014-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,472.8
2014-06,M3,M2,Quasi-money,Savings & Other Deposits,176595.7
2014-07,M3,M2,M1,Currency In Active Circulation,30681.4
2014-07,M3,M2,M1,Demand Deposits,126592.9
2014-07,M3,M2,Quasi-money,Fixed Deposits,163656.5
2014-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,466.6
2014-07,M3,M2,Quasi-money,Savings & Other Deposits,177465.7
2014-08,M3,M2,M1,Currency In Active Circulation,30969.7
2014-08,M3,M2,M1,Demand Deposits,126721.2
2014-08,M3,M2,Quasi-money,Fixed Deposits,167051.7
2014-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,439.1
2014-08,M3,M2,Quasi-money,Savings & Other Deposits,178223.9
2014-09,M3,M2,M1,Currency In Active Circulation,31091.7
2014-09,M3,M2,M1,Demand Deposits,126495.2
2014-09,M3,M2,Quasi-money,Fixed Deposits,171436.2
2014-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,512.4
2014-09,M3,M2,Quasi-money,Savings & Other Deposits,177422.6
2014-10,M3,M2,M1,Currency In Active Circulation,31307.4
2014-10,M3,M2,M1,Demand Deposits,128917.9
2014-10,M3,M2,Quasi-money,Fixed Deposits,169341.1
2014-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,482.5
2014-10,M3,M2,Quasi-money,Savings & Other Deposits,177669.2
2014-11,M3,M2,M1,Currency In Active Circulation,31537.9
2014-11,M3,M2,M1,Demand Deposits,128326.6
2014-11,M3,M2,Quasi-money,Fixed Deposits,168751.7
2014-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,422.8
2014-11,M3,M2,Quasi-money,Savings & Other Deposits,179272.4
2014-12,M3,M2,M1,Currency In Active Circulation,31629.3
2014-12,M3,M2,M1,Demand Deposits,128561.7
2014-12,M3,M2,Quasi-money,Fixed Deposits,172712
2014-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,390.8
2014-12,M3,M2,Quasi-money,Savings & Other Deposits,179766.4
2015-01,M3,M2,M1,Currency In Active Circulation,31996.5
2015-01,M3,M2,M1,Demand Deposits,128426.6
2015-01,M3,M2,Quasi-money,Fixed Deposits,174277.2
2015-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,388.3
2015-01,M3,M2,Quasi-money,Savings & Other Deposits,179959.5
2015-02,M3,M2,M1,Currency In Active Circulation,32355.8
2015-02,M3,M2,M1,Demand Deposits,129103.2
2015-02,M3,M2,Quasi-money,Fixed Deposits,171576.2
2015-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,383.1
2015-02,M3,M2,Quasi-money,Savings & Other Deposits,181323.7
2015-03,M3,M2,M1,Currency In Active Circulation,32476.8
2015-03,M3,M2,M1,Demand Deposits,128956.6
2015-03,M3,M2,Quasi-money,Fixed Deposits,173238.6
2015-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,494.9
2015-03,M3,M2,Quasi-money,Savings & Other Deposits,182764.1
2015-04,M3,M2,M1,Currency In Active Circulation,32737.9
2015-04,M3,M2,M1,Demand Deposits,126637.4
2015-04,M3,M2,Quasi-money,Fixed Deposits,176062.2
2015-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,594.7
2015-04,M3,M2,Quasi-money,Savings & Other Deposits,183114.6
2015-05,M3,M2,M1,Currency In Active Circulation,32969.5
2015-05,M3,M2,M1,Demand Deposits,125844.4
2015-05,M3,M2,Quasi-money,Fixed Deposits,174545.8
2015-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,722.2
2015-05,M3,M2,Quasi-money,Savings & Other Deposits,183621.3
2015-06,M3,M2,M1,Currency In Active Circulation,32936.3
2015-06,M3,M2,M1,Demand Deposits,126774.2
2015-06,M3,M2,Quasi-money,Fixed Deposits,168301.6
2015-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,722.3
2015-06,M3,M2,Quasi-money,Savings & Other Deposits,185109.7
2015-07,M3,M2,M1,Currency In Active Circulation,32835.7
2015-07,M3,M2,M1,Demand Deposits,127468.9
2015-07,M3,M2,Quasi-money,Fixed Deposits,165745.6
2015-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,717.2
2015-07,M3,M2,Quasi-money,Savings & Other Deposits,185124.6
2015-08,M3,M2,M1,Currency In Active Circulation,33539.6
2015-08,M3,M2,M1,Demand Deposits,127935.3
2015-08,M3,M2,Quasi-money,Fixed Deposits,165078.4
2015-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,735.3
2015-08,M3,M2,Quasi-money,Savings & Other Deposits,185350.2
2015-09,M3,M2,M1,Currency In Active Circulation,33673.7
2015-09,M3,M2,M1,Demand Deposits,125903.2
2015-09,M3,M2,Quasi-money,Fixed Deposits,177387.9
2015-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,657.9
2015-09,M3,M2,Quasi-money,Savings & Other Deposits,185737.4
2015-10,M3,M2,M1,Currency In Active Circulation,33674.9
2015-10,M3,M2,M1,Demand Deposits,124382.5
2015-10,M3,M2,Quasi-money,Fixed Deposits,179312.1
2015-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,681.9
2015-10,M3,M2,Quasi-money,Savings & Other Deposits,184241
2015-11,M3,M2,M1,Currency In Active Circulation,33898.4
2015-11,M3,M2,M1,Demand Deposits,125277.3
2015-11,M3,M2,Quasi-money,Fixed Deposits,178657.6
2015-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,627
2015-11,M3,M2,Quasi-money,Savings & Other Deposits,184316.6
2015-12,M3,M2,M1,Currency In Active Circulation,34149.9
2015-12,M3,M2,M1,Demand Deposits,126269.7
2015-12,M3,M2,Quasi-money,Fixed Deposits,174465.4
2015-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,722
2015-12,M3,M2,Quasi-money,Savings & Other Deposits,184935.7
2016-01,M3,M2,M1,Currency In Active Circulation,34133.2
2016-01,M3,M2,M1,Demand Deposits,124527.4
2016-01,M3,M2,Quasi-money,Fixed Deposits,176136.3
2016-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,719.9
2016-01,M3,M2,Quasi-money,Savings & Other Deposits,184304.6
2016-02,M3,M2,M1,Currency In Active Circulation,34498.1
2016-02,M3,M2,M1,Demand Deposits,124066.2
2016-02,M3,M2,Quasi-money,Fixed Deposits,178737.9
2016-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,719.9
2016-02,M3,M2,Quasi-money,Savings & Other Deposits,182592.8
2016-03,M3,M2,M1,Currency In Active Circulation,34603.4
2016-03,M3,M2,M1,Demand Deposits,124462.2
2016-03,M3,M2,Quasi-money,Fixed Deposits,186098.4
2016-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,591.7
2016-03,M3,M2,Quasi-money,Savings & Other Deposits,184009.1
2016-04,M3,M2,M1,Currency In Active Circulation,35016
2016-04,M3,M2,M1,Demand Deposits,125687.5
2016-04,M3,M2,Quasi-money,Fixed Deposits,187882.5
2016-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,564.3
2016-04,M3,M2,Quasi-money,Savings & Other Deposits,184407.3
2016-05,M3,M2,M1,Currency In Active Circulation,34991.2
2016-05,M3,M2,M1,Demand Deposits,128069.1
2016-05,M3,M2,Quasi-money,Fixed Deposits,185613
2016-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,558.9
2016-05,M3,M2,Quasi-money,Savings & Other Deposits,184945.7
2016-06,M3,M2,M1,Currency In Active Circulation,35020.6
2016-06,M3,M2,M1,Demand Deposits,127034.4
2016-06,M3,M2,Quasi-money,Fixed Deposits,187582.9
2016-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,488.9
2016-06,M3,M2,Quasi-money,Savings & Other Deposits,185573.4
2016-07,M3,M2,M1,Currency In Active Circulation,35673
2016-07,M3,M2,M1,Demand Deposits,127102.2
2016-07,M3,M2,Quasi-money,Fixed Deposits,189158.3
2016-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,469
2016-07,M3,M2,Quasi-money,Savings & Other Deposits,188225.5
2016-08,M3,M2,M1,Currency In Active Circulation,36066.6
2016-08,M3,M2,M1,Demand Deposits,127925.7
2016-08,M3,M2,Quasi-money,Fixed Deposits,191436.2
2016-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,463.6
2016-08,M3,M2,Quasi-money,Savings & Other Deposits,189556.8
2016-09,M3,M2,M1,Currency In Active Circulation,36618.8
2016-09,M3,M2,M1,Demand Deposits,130907.7
2016-09,M3,M2,Quasi-money,Fixed Deposits,190820.4
2016-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,448.6
2016-09,M3,M2,Quasi-money,Savings & Other Deposits,191660
2016-10,M3,M2,M1,Currency In Active Circulation,37490.8
2016-10,M3,M2,M1,Demand Deposits,131940.4
2016-10,M3,M2,Quasi-money,Fixed Deposits,192767.3
2016-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,377.6
2016-10,M3,M2,Quasi-money,Savings & Other Deposits,194995.4
2016-11,M3,M2,M1,Currency In Active Circulation,37777.1
2016-11,M3,M2,M1,Demand Deposits,133156.1
2016-11,M3,M2,Quasi-money,Fixed Deposits,192024.1
2016-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,327.1
2016-11,M3,M2,Quasi-money,Savings & Other Deposits,197634.6
2016-12,M3,M2,M1,Currency In Active Circulation,38620.4
2016-12,M3,M2,M1,Demand Deposits,134248.6
2016-12,M3,M2,Quasi-money,Fixed Deposits,189277.6
2016-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,327.1
2016-12,M3,M2,Quasi-money,Savings & Other Deposits,199725.2
2017-01,M3,M2,M1,Currency In Active Circulation,38650.3
2017-01,M3,M2,M1,Demand Deposits,133667.7
2017-01,M3,M2,Quasi-money,Fixed Deposits,189499.7
2017-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,339.1
2017-01,M3,M2,Quasi-money,Savings & Other Deposits,200723.7
2017-02,M3,M2,M1,Currency In Active Circulation,38661.8
2017-02,M3,M2,M1,Demand Deposits,134207.4
2017-02,M3,M2,Quasi-money,Fixed Deposits,188099
2017-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,332.1
2017-02,M3,M2,Quasi-money,Savings & Other Deposits,202505.1
2017-03,M3,M2,M1,Currency In Active Circulation,39020.3
2017-03,M3,M2,M1,Demand Deposits,134448.5
2017-03,M3,M2,Quasi-money,Fixed Deposits,192524.3
2017-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,310.9
2017-03,M3,M2,Quasi-money,Savings & Other Deposits,203405.2
2017-04,M3,M2,M1,Currency In Active Circulation,39337.6
2017-04,M3,M2,M1,Demand Deposits,135653.5
2017-04,M3,M2,Quasi-money,Fixed Deposits,191583.3
2017-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,361.3
2017-04,M3,M2,Quasi-money,Savings & Other Deposits,203593.5
2017-05,M3,M2,M1,Currency In Active Circulation,39828
2017-05,M3,M2,M1,Demand Deposits,136621.3
2017-05,M3,M2,Quasi-money,Fixed Deposits,191086.8
2017-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,332.6
2017-05,M3,M2,Quasi-money,Savings & Other Deposits,204900.8
2017-06,M3,M2,M1,Currency In Active Circulation,40337.7
2017-06,M3,M2,M1,Demand Deposits,143662.5
2017-06,M3,M2,Quasi-money,Fixed Deposits,189422.9
2017-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,335.7
2017-06,M3,M2,Quasi-money,Savings & Other Deposits,200803.5
2017-07,M3,M2,M1,Currency In Active Circulation,40813.5
2017-07,M3,M2,M1,Demand Deposits,144619.9
2017-07,M3,M2,Quasi-money,Fixed Deposits,190127.2
2017-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,309.6
2017-07,M3,M2,Quasi-money,Savings & Other Deposits,201386.3
2017-08,M3,M2,M1,Currency In Active Circulation,41105.9
2017-08,M3,M2,M1,Demand Deposits,143849.7
2017-08,M3,M2,Quasi-money,Fixed Deposits,190378.6
2017-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,294.7
2017-08,M3,M2,Quasi-money,Savings & Other Deposits,202755.3
2017-09,M3,M2,M1,Currency In Active Circulation,41469.1
2017-09,M3,M2,M1,Demand Deposits,146379.9
2017-09,M3,M2,Quasi-money,Fixed Deposits,189188.7
2017-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,294.7
2017-09,M3,M2,Quasi-money,Savings & Other Deposits,203428.7
2017-10,M3,M2,M1,Currency In Active Circulation,41868.7
2017-10,M3,M2,M1,Demand Deposits,147168.7
2017-10,M3,M2,Quasi-money,Fixed Deposits,189318.6
2017-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,294.7
2017-10,M3,M2,Quasi-money,Savings & Other Deposits,204372.5
2017-11,M3,M2,M1,Currency In Active Circulation,42172
2017-11,M3,M2,M1,Demand Deposits,146127.3
2017-11,M3,M2,Quasi-money,Fixed Deposits,186016.3
2017-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,265.7
2017-11,M3,M2,Quasi-money,Savings & Other Deposits,204496.6
2017-12,M3,M2,M1,Currency In Active Circulation,42436.9
2017-12,M3,M2,M1,Demand Deposits,146362.9
2017-12,M3,M2,Quasi-money,Fixed Deposits,186964.2
2017-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,250.7
2017-12,M3,M2,Quasi-money,Savings & Other Deposits,204286
2018-01,M3,M2,M1,Currency In Active Circulation,42831
2018-01,M3,M2,M1,Demand Deposits,148183.5
2018-01,M3,M2,Quasi-money,Fixed Deposits,188272.1
2018-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,254.7
2018-01,M3,M2,Quasi-money,Savings & Other Deposits,204808.8
2018-02,M3,M2,M1,Currency In Active Circulation,42169
2018-02,M3,M2,M1,Demand Deposits,148483.1
2018-02,M3,M2,Quasi-money,Fixed Deposits,187921.9
2018-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,262.8
2018-02,M3,M2,Quasi-money,Savings & Other Deposits,203951
2018-03,M3,M2,M1,Currency In Active Circulation,43295.1
2018-03,M3,M2,M1,Demand Deposits,149107.2
2018-03,M3,M2,Quasi-money,Fixed Deposits,188367.7
2018-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,219.8
2018-03,M3,M2,Quasi-money,Savings & Other Deposits,203989.4
2018-04,M3,M2,M1,Currency In Active Circulation,43760.5
2018-04,M3,M2,M1,Demand Deposits,151331.3
2018-04,M3,M2,Quasi-money,Fixed Deposits,188258.3
2018-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,198.8
2018-04,M3,M2,Quasi-money,Savings & Other Deposits,205045.9
2018-05,M3,M2,M1,Currency In Active Circulation,44166.9
2018-05,M3,M2,M1,Demand Deposits,148577.4
2018-05,M3,M2,Quasi-money,Fixed Deposits,190329.8
2018-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,129.7
2018-05,M3,M2,Quasi-money,Savings & Other Deposits,205623.1
2018-06,M3,M2,M1,Currency In Active Circulation,44405.2
2018-06,M3,M2,M1,Demand Deposits,146836.2
2018-06,M3,M2,Quasi-money,Fixed Deposits,191420.4
2018-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,129.7
2018-06,M3,M2,Quasi-money,Savings & Other Deposits,206351.5
2018-07,M3,M2,M1,Currency In Active Circulation,44592.1
2018-07,M3,M2,M1,Demand Deposits,146655.7
2018-07,M3,M2,Quasi-money,Fixed Deposits,195391
2018-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,155.6
2018-07,M3,M2,Quasi-money,Savings & Other Deposits,205571.4
2018-08,M3,M2,M1,Currency In Active Circulation,44602.4
2018-08,M3,M2,M1,Demand Deposits,146007.8
2018-08,M3,M2,Quasi-money,Fixed Deposits,203727.7
2018-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,142.6
2018-08,M3,M2,Quasi-money,Savings & Other Deposits,204628.3
2018-09,M3,M2,M1,Currency In Active Circulation,44846.8
2018-09,M3,M2,M1,Demand Deposits,144440.9
2018-09,M3,M2,Quasi-money,Fixed Deposits,206314.4
2018-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,142.6
2018-09,M3,M2,Quasi-money,Savings & Other Deposits,204765.6
2018-10,M3,M2,M1,Currency In Active Circulation,45076.4
2018-10,M3,M2,M1,Demand Deposits,143789.7
2018-10,M3,M2,Quasi-money,Fixed Deposits,206527.5
2018-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,111.1
2018-10,M3,M2,Quasi-money,Savings & Other Deposits,204844
2018-11,M3,M2,M1,Currency In Active Circulation,45170.3
2018-11,M3,M2,M1,Demand Deposits,143315.9
2018-11,M3,M2,Quasi-money,Fixed Deposits,205827.5
2018-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,121.2
2018-11,M3,M2,Quasi-money,Savings & Other Deposits,204765.7
2018-12,M3,M2,M1,Currency In Active Circulation,45404.3
2018-12,M3,M2,M1,Demand Deposits,143970.4
2018-12,M3,M2,Quasi-money,Fixed Deposits,208787.2
2018-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,130.2
2018-12,M3,M2,Quasi-money,Savings & Other Deposits,204715
2019-01,M3,M2,M1,Currency In Active Circulation,45121.2
2019-01,M3,M2,M1,Demand Deposits,143350.8
2019-01,M3,M2,Quasi-money,Fixed Deposits,212163.9
2019-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,84.9
2019-01,M3,M2,Quasi-money,Savings & Other Deposits,204760.7
2019-02,M3,M2,M1,Currency In Active Circulation,46150
2019-02,M3,M2,M1,Demand Deposits,144551.8
2019-02,M3,M2,Quasi-money,Fixed Deposits,213077.8
2019-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,91.9
2019-02,M3,M2,Quasi-money,Savings & Other Deposits,204579.8
2019-03,M3,M2,M1,Currency In Active Circulation,46726.9
2019-03,M3,M2,M1,Demand Deposits,145127
2019-03,M3,M2,Quasi-money,Fixed Deposits,217626.2
2019-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,91.9
2019-03,M3,M2,Quasi-money,Savings & Other Deposits,204517.6
2019-04,M3,M2,M1,Currency In Active Circulation,46564.7
2019-04,M3,M2,M1,Demand Deposits,146475.2
2019-04,M3,M2,Quasi-money,Fixed Deposits,221255
2019-04,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,72
2019-04,M3,M2,Quasi-money,Savings & Other Deposits,204626.2
2019-05,M3,M2,M1,Currency In Active Circulation,46791.2
2019-05,M3,M2,M1,Demand Deposits,145716.1
2019-05,M3,M2,Quasi-money,Fixed Deposits,223023.3
2019-05,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,59
2019-05,M3,M2,Quasi-money,Savings & Other Deposits,205399.5
2019-06,M3,M2,M1,Currency In Active Circulation,47131.4
2019-06,M3,M2,M1,Demand Deposits,146378.9
2019-06,M3,M2,Quasi-money,Fixed Deposits,220432.6
2019-06,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,50
2019-06,M3,M2,Quasi-money,Savings & Other Deposits,206790.3
2019-07,M3,M2,M1,Currency In Active Circulation,47392.4
2019-07,M3,M2,M1,Demand Deposits,143327.7
2019-07,M3,M2,Quasi-money,Fixed Deposits,222765.3
2019-07,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,50
2019-07,M3,M2,Quasi-money,Savings & Other Deposits,207743.4
2019-08,M3,M2,M1,Currency In Active Circulation,47882.6
2019-08,M3,M2,M1,Demand Deposits,145815.4
2019-08,M3,M2,Quasi-money,Fixed Deposits,223416.8
2019-08,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.3
2019-08,M3,M2,Quasi-money,Savings & Other Deposits,208175.6
2019-09,M3,M2,M1,Currency In Active Circulation,48212.4
2019-09,M3,M2,M1,Demand Deposits,144486.6
2019-09,M3,M2,Quasi-money,Fixed Deposits,227956.4
2019-09,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.3
2019-09,M3,M2,Quasi-money,Savings & Other Deposits,208754.1
2019-10,M3,M2,M1,Currency In Active Circulation,48383.1
2019-10,M3,M2,M1,Demand Deposits,144034.5
2019-10,M3,M2,Quasi-money,Fixed Deposits,227212.6
2019-10,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.4
2019-10,M3,M2,Quasi-money,Savings & Other Deposits,209328.1
2019-11,M3,M2,M1,Currency In Active Circulation,48846.6
2019-11,M3,M2,M1,Demand Deposits,147954.1
2019-11,M3,M2,Quasi-money,Fixed Deposits,227888.1
2019-11,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.5
2019-11,M3,M2,Quasi-money,Savings & Other Deposits,209884.9
2019-12,M3,M2,M1,Currency In Active Circulation,49076.2
2019-12,M3,M2,M1,Demand Deposits,147376.3
2019-12,M3,M2,Quasi-money,Fixed Deposits,225989.2
2019-12,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,39.5
2019-12,M3,M2,Quasi-money,Savings & Other Deposits,210592
2020-01,M3,M2,M1,Currency In Active Circulation,48796.6
2020-01,M3,M2,M1,Demand Deposits,149582.7
2020-01,M3,M2,Quasi-money,Fixed Deposits,230068.1
2020-01,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,49.6
2020-01,M3,M2,Quasi-money,Savings & Other Deposits,212016.4
2020-02,M3,M2,M1,Currency In Active Circulation,50243.1
2020-02,M3,M2,M1,Demand Deposits,153591.2
2020-02,M3,M2,Quasi-money,Fixed Deposits,229132.7
2020-02,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,63.7
2020-02,M3,M2,Quasi-money,Savings & Other Deposits,213860.7
2020-03,M3,M2,M1,Currency In Active Circulation,50708.9
2020-03,M3,M2,M1,Demand Deposits,161991.7
2020-03,M3,M2,Quasi-money,Fixed Deposits,226150.4
2020-03,M3,M2,Quasi-money,S$ Negotiable Certificate Of Deposits,63.7
2020-03,M3,M2,Quasi-money,Savings & Other Deposits,216751.5
